ID	GENE	ENSEMBLE	TCGA_AML_FEMALE	TCGA_AML_MALE	TCGA_DEAD	TCGA_ALIVE	GTEX_BLOOD	GTEX_BLOOD_VESSEL	GTEX_BONE_MARROW	GTEX_MUSCLE			
CA-CA-1-206921817-206921945.1387.0	FCMR	ENST00000525793.5	83.33333333	16.66666667	75	25	4.38247012	0.666666667	0	0			
CA-CA-9-134913015-134913143.3243.0	FCN1	ENST00000616356.4	34.61538462	65.38461538	69.23076923	30.76923077	2.151394422	0.133333333	0	0			
CA-CA-9-134882525-134882639.367.0	FCN2	ENST00000291744.10	0	100	100	0	0.3187251	0.933333333	0	0			
CA-CS-1-157797100-157797129.679.2	FCRL1	ENST00000491942.1	52.17391304	47.82608696	43.47826087	56.52173913	3.824701195	0	0	0			
CA-CA-1-157746870-157746899.1205.0	FCRL2	-	46.80851064	53.19148936	65.95744681	34.04255319	5.418326693	2.266666667	0	0			
CA-CS-1-157696039-157696327.936.0	FCRL3	ENST00000494724.5	60	40	80	20	1.195219124	0	0	0			
CA-CA-1-157546187-157546280.1695.0	FCRL5	-	42.85714286	57.14285714	71.42857143	28.57142857	3.505976096	1.066666667	0	0			
CA-CA-1-159802419-159802455.502.0	FCRL6	ENST00000321935.10	0	100	100	0	1.274900398	0	0	0			
CA-CA-1-161710759-161710912.1618.3	FCRLA	ENST00000309691.10	77.77777778	22.22222222	77.77777778	22.22222222	3.984063745	0	12.28070175	0.210526316			
CA-CA-8-11803090-11803225.260.0	FDFT1	ENST00000525571.1	0	100	100	0	1.752988048	3.333333333	26.31578947	0			
CA-CA-1-155310335-155310453.1675.0	FDPS	ENST00000474345.5	42.85714286	57.14285714	57.14285714	42.85714286	3.665338645	18.8	49.12280702	6.105263158			
CA-CA-11-110435833-110435958.4431.0	FDX1	ENST00000260270.2	45.93023256	54.06976744	65.11627907	34.88372093	7.888446215	42.13333333	50	25.89473684			
CA-CA-19-10315385-10315759.2096.0	FDX2	ENST00000460631.5	44.79166667	55.20833333	63.54166667	36.45833333	6.374501992	34.66666667	48.24561404	21.05263158			
CA-CA-11-111876807-111877011.1651.0	FDXACB1	ENST00000622211.4	40.84507042	59.15492958	69.01408451	30.98591549	5.418326693	13.6	49.12280702	4.631578947			
CA-CA-18-57559144-57559243.366.0	FECH	NM_000140.3	46.10778443	53.89221557	63.47305389	36.52694611	7.729083665	42	50	25.68421053			
CA-CS-5-115542949-115543683.10411.0	FEM1C	ENST00000274457.4	50.75757576	49.24242424	59.09090909	40.90909091	7.569721116	42	50	25.68421053			
CA-CA-16-86478704-86478756.455.0	FENDRR	NR_033925.1	100	0	0	100	0	0	0	0			
CA-CA-5-108782662-108782755.77.0	FER	-	100	0	100	0	0.15936255	0	0.877192982	0			
CA-CA-20-35578835-35578967.1.0	FER1L4	ENST00000613061.4	0	100	83.33333333	16.66666667	0.796812749	7.333333333	0	0.210526316			
CA-CA-8-124039881-124040006.425.0	FER1L6	-	100	0	0	100	0	0	0	0.842105263			
CA-CA-20-6084039-6084164.421.0	FERMT1	-	18.18181818	81.81818182	72.72727273	27.27272727	0.079681275	2.133333333	0	0			
CA-CA-14-52872798-52872923.521.0	FERMT2	ENST00000341590.7	50	50	100	0	1.832669323	42.13333333	3.50877193	25.89473684			
CA-CA-11-64211274-64211443.1249.0	FERMT3	-	40.24390244	59.75609756	67.07317073	32.92682927	6.772908367	36.53333333	49.12280702	14.73684211			
CA-CA-15-90889516-90889636.109.0	FES	Augustus:g5939.t2	45.97701149	54.02298851	64.94252874	35.05747126	7.410358566	42.13333333	0	25.47368421			
CA-CS-2-218984230-218984305.4015.0	FEV	ENST00000295727.1	0	100	100	0	0	0	44.73684211	0			
CA-CA-11-125454129-125454210.915.0	FEZ1	NM_005103.4	42.85714286	57.14285714	78.57142857	21.42857143	6.454183267	42.13333333	50	23.78947368			
CA-CA-2-36581504-36581590.3098.0	FEZ2	ENST00000305852.11	0	100	100	0	0.079681275	3.466666667	4.385964912	14.73684211			
CA-CA-10-93576090-93576219.5881.0	FFAR4	ENST00000371481.8	66.66666667	33.33333333	66.66666667	33.33333333	0.398406375	5.733333333	0	0.210526316			
CA-CA-X-54470015-54470457.526.0	FGD1	ENST00000375135.3	0	100	100	0	0	41.73333333	0	4.631578947			
CA-CA-6-37014580-37014704.781.0	FGD2	ENST00000464083.5	40	60	75	25	3.505976096	4.666666667	0	0.210526316			
CA-CS-9-92975237-92975405.36.2	FGD3	ENST00000375482.7	41.17647059	58.82352941	76.47058824	23.52941176	2.071713147	2.8	0	0.842105263			
CA-CA-12-32607937-32608095.810.1	FGD4	XR_001748576.1	100	0	50	50	0.079681275	2.266666667	0	2.315789474			
CA-CA-3-14910860-14910929.185.0	FGD5	ENST00000285046.9	30.76923077	69.23076923	80.76923077	19.23076923	0.079681275	42.13333333	0	23.36842105			
CA-CS-12-95152925-95152993.2798.0	FGD6	ENST00000343958.8	45.16129032	54.83870968	61.29032258	38.70967742	2.868525896	17.06666667	49.12280702	7.157894737			
CA-CA-5-44310426-44310530.6786.0	FGF10	ENST00000264664.4	44.44444444	55.55555556	66.66666667	33.33333333	0	34.66666667	0	9.473684211			
CA-CA-5-44395236-44395349.6923.0	FGF10-AS1	ENST00000502457.1	66.66666667	33.33333333	83.33333333	16.66666667	0	4.933333333	0	0.631578947			
CA-CA-3-192360427-192360538.682.2	FGF12	NM_021032.4	0	100	100	0	0	13.46666667	0	3.368421053			
CA-CA-X-138635456-138635655.4397.0	FGF13	ENST00000436198.5	52.94117647	47.05882353	41.17647059	58.82352941	0.637450199	1.2	49.12280702	21.26315789			
CA-CS-X-77454156-77454260.6232.0	FGF16	ENST00000439435.2	20	80	80	20	0.398406375	9.866666667	0	1.894736842			
CA-CS-8-22043144-22043181.1812.0	FGF17	ENST00000518533.5	47.82608696	52.17391304	65.2173913	34.7826087	0.3187251	13.86666667	2.631578947	0.210526316			
CA-CA-5-171420406-171420443.5601.0	FGF18	ENST00000274625.5	0	100	100	0	0.079681275	30.8	0	6.105263158			
CA-CA-4-122876320-122876424.225.0	FGF2	ENST00000608478.1	16.66666667	83.33333333	100	0	3.426294821	42.13333333	50	21.05263158			
CA-CA-15-49424031-49424583.4168.0	FGF7	ENST00000560765.6	53.84615385	46.15384615	84.61538462	15.38461538	0.079681275	41.86666667	0	23.78947368			
CA-CS-9-62432875-62432979.8122.0	FGF7P6	ENST00000377614.7	51.2195122	48.7804878	63.41463415	36.58536585	1.912350598	38	0.877192982	22.52631579			
CA-CA-8-38417305-38417416.666.0	FGFR1	ENST00000487647.5	45.45454545	54.54545455	36.36363636	63.63636364	0.3187251	24.13333333	0	2.315789474			
CA-CA-6-167003192-167003247.117.0	FGFR1OP	ENST00000366847.8	44.02515723	55.97484277	62.26415094	37.73584906	7.171314741	41.33333333	50	23.78947368			
CA-CA-12-26960514-26960628.6622.0	FGFR1OP2	NM_015633.2	45.12195122	54.87804878	65.24390244	34.75609756	7.490039841	42.13333333	50	25.89473684			
CA-CA-10-121517318-121517463.1620.2	FGFR2	ENST00000463870.5	100	0	0	100	0.079681275	10.4	0	0			
CA-CA-4-1805558-1805669.1101.0	FGFR3	-	40.90909091	59.09090909	61.36363636	38.63636364	0.717131474	29.6	50	7.578947368			
CA-CA-5-177095532-177095723.273.0	FGFR4	-	100	0	100	0	2.390438247	1.466666667	49.12280702	14.94736842			
CA-CA-4-1024310-1024664.493.0	FGFRL1	-	48.38709677	51.61290323	67.74193548	32.25806452	2.709163347	28.93333333	26.31578947	5.684210526			
CA-CA-1-59674038-59674133.834.1	FGGY	ENST00000466791.5	33.33333333	66.66666667	66.66666667	33.33333333	0.557768924	3.733333333	28.94736842	15.78947368			
CA-CA-1-27614429-27614583.5465.0	FGR	ENST00000374005.7	46.66666667	53.33333333	66.66666667	33.33333333	7.888446215	38.93333333	2.631578947	19.78947368			
CA-CA-1-241517181-241517316.8271.1	FH	ENST00000493477.1	41.30434783	58.69565217	63.04347826	36.95652174	3.346613546	22.26666667	41.22807018	10.73684211			
CA-CA-4-152972376-152972541.495.0	FHDC1	ENST00000511601.5	40	60	70	30	0.239043825	0.133333333	0	0			
CA-CS-3-60821918-60822011.436.2	FHIT	ENST00000490952.1	100	0	100	0	0.079681275	0.133333333	0	0			
CA-CA-X-136208454-136208641.1245.0	FHL1	ENST00000370674.3	45.63106796	54.36893204	69.90291262	30.09708738	0.956175299	16.4	2.631578947	19.36842105			
CA-CA-2-105367569-105367739.1378.0	FHL2	-	38.63636364	61.36363636	81.81818182	18.18181818	5.258964143	42.13333333	50	25.89473684			
CA-CA-1-37997962-37998132.8706.0	FHL3	-	45.66473988	54.33526012	64.16184971	35.83815029	7.888446215	42.13333333	50	25.89473684			
CA-CA-16-67231636-67231900.108.0	FHOD1	ENST00000567561.1	50	50	65.78947368	34.21052632	5.099601594	14.53333333	28.07017544	17.89473684			
CA-CS-9-130938535-130938648.366.0	FIBCD1	ENST00000486250.5	80	20	60	40	0.717131474	1.066666667	32.45614035	0			
CA-CA-11-65887599-65887726.200.1	FIBP	ENST00000533037.5	45.83333333	54.16666667	64.88095238	35.11904762	7.80876494	41.73333333	50	25.89473684			
CA-CS-12-108516914-108517273.7633.1	FICD	ENST00000361549.2	25	75	75	25	0.239043825	1.2	8.771929825	0.210526316			
CA-CA-6-109738324-109738453.1627.0	FIG4	XM_017011591.1	39.69072165	47.93814433	56.70103093	30.92783505	7.80876494	42.13333333	50	25.68421053			
CA-CA-2-163734902-163735072.14490.0	FIGN	ENST00000333129.3	0	100	100	0	0.079681275	37.33333333	0	5.894736842			
CA-CA-7-50449499-50449723.1813.0	FIGNL1	XM_011515470.2	55.10204082	44.89795918	69.3877551	30.6122449	3.027888446	3.733333333	42.10526316	3.157894737			
CA-CA-4-53452919-53453142.927.1	FIP1L1	ENST00000504094.1	49.46236559	50.53763441	66.66666667	33.33333333	2.868525896	10.26666667	0.877192982	9.684210526			
CA-CA-X-131755597-131755746.63.0	FIRRE	-	35.29411765	64.70588235	70.58823529	29.41176471	1.195219124	0	15.78947368	0			
CA-CA-7-101240829-101240906.4139.6	FIS1	ENST00000435848.1	45	55	58.75	41.25	4.38247012	27.6	41.22807018	10.31578947			
CA-CA-19-55597571-55597901.4088.0	FIZ1	ENST00000221665.4	44.09448819	55.90551181	64.56692913	35.43307087	6.693227092	40.13333333	49.12280702	25.47368421			
CA-CA-12-48923781-48923852.157.2	FKBP11	ENST00000453172.2	45.18072289	54.81927711	63.85542169	36.14457831	7.80876494	39.2	41.22807018	16.63157895			
CA-CA-7-30018995-30019123.5798.0	FKBP14	ENST00000222803.9	36.48648649	63.51351351	66.21621622	33.78378378	3.824701195	42	49.12280702	21.26315789			
CA-CA-9-113186248-113186363.1014.0	FKBP15	-	45.71428571	54.28571429	64.57142857	35.42857143	7.80876494	42.13333333	49.12280702	25.89473684			
CA-CA-20-1377429-1377511.264.1	FKBP1A	ENST00000474726.5	42.85714286	57.14285714	71.42857143	28.57142857	0.478087649	1.333333333	0.877192982	0.210526316			
CA-CA-2-24054472-24054540.47.1	FKBP1B	NR_136536.1	0	100	100	0	0.956175299	9.2	6.140350877	0.421052632			
CA-CA-11-64242383-64242558.1310.4	FKBP2	ENST00000449942.6	44.11764706	55.88235294	70.58823529	29.41176471	5.976095618	41.73333333	46.49122807	17.26315789			
CA-CA-14-45120886-45120954.2424.0	FKBP3	-	45.71428571	54.28571429	64.57142857	35.42857143	7.888446215	42.13333333	50	25.89473684			
CA-CA-12-2800391-2800577.1495.0	FKBP4	NM_002014.3	45.71428571	54.28571429	64.57142857	35.42857143	7.888446215	42.13333333	50	25.89473684			
CA-CA-6-35637013-35637158.3197.0	FKBP5	-	45.97701149	54.02298851	64.94252874	35.05747126	7.888446215	42.13333333	50	25.89473684			
CA-CA-2-178469651-178469785.2082.0	FKBP7	ENST00000424785.6	44.16666667	55.83333333	64.16666667	35.83333333	3.665338645	42.13333333	49.12280702	25.68421053			
CA-CA-19-18539550-18539720.3353.0	FKBP8	ENST00000597547.1	47.82608696	52.17391304	60.86956522	39.13043478	6.135458167	24.13333333	28.07017544	4.421052632			
CA-CA-7-32980363-32980553.398.1	FKBP9	ENST00000489038.5	77.77777778	22.22222222	55.55555556	44.44444444	1.115537849	21.46666667	27.19298246	3.789473684			
CA-CS-7-55711362-55711508.3057.0	FKBP9P1	-	100	0	0	100	0.239043825	33.86666667	33.33333333	4.631578947			
CA-CA-19-46747233-46747305.262.0	FKRP	ENST00000602250.5	43.58974359	56.41025641	76.92307692	23.07692308	2.071713147	21.2	20.1754386	19.57894737			
CA-CA-9-105574197-105574332.399.0	FKTN	ENST00000479846.1	36.36363636	63.63636364	54.54545455	45.45454545	2.629482072	5.466666667	41.22807018	0.631578947			
CA-CA-1-154990158-154990257.4471.1	FLAD1	ENST00000489992.5	40.98360656	59.01639344	72.13114754	27.86885246	3.027888446	15.6	45.61403509	18.10526316			
CA-CS-1-152341086-152341210.9389.1	FLG-AS1	ENST00000445097.2	0	100	0	100	0	2.533333333	0	0			
CA-CA-11-128807179-128807239.1993.0	FLI1	XM_017017405.1	45.71428571	54.28571429	64.57142857	35.42857143	7.888446215	41.6	0	25.05263158			
CA-CA-X-154366561-154366639.427.0	FLNA	ENST00000420627.5	45.71428571	54.28571429	64.57142857	35.42857143	7.80876494	42.13333333	50	25.89473684			
CA-CA-3-58142649-58142752.365.1	FLNB	-	42.66666667	57.33333333	66	34	4.940239044	32.26666667	50	10.31578947			
CA-CA-7-128841453-128841567.354.0	FLNC	ENST00000325888.12	25	75	25	75	0.079681275	41.86666667	50	25.89473684			
CA-CA-6-30730681-30730727.14.0	FLOT1	-	45.61403509	54.38596491	64.32748538	35.67251462	7.888446215	42.13333333	50	25.89473684			
CA-CA-20-14329133-14329327.891.0	FLRT3	ENST00000341420.4	50	50	100	0	0.079681275	0.933333333	0	5.052631579			
CA-CS-13-28427751-28427921.53.0	FLT1	ENST00000541932.5	50	50	50	50	3.984063745	38.53333333	46.49122807	25.68421053			
CA-CA-13-28048274-28048443.243.0	FLT3	-	45.97701149	53.44827586	63.79310345	35.63218391	3.74501992	3.066666667	0	0			
CA-CA-19-49476116-49476198.1246.4	FLT3LG	ENST00000601800.5	44.44444444	55.55555556	69.44444444	30.55555556	5.737051793	24.93333333	20.1754386	6.315789474			
CA-CA-5-180620608-180620715.279.0	FLT4	ENST00000261937.10	38.88888889	61.11111111	44.44444444	55.55555556	0.637450199	25.2	0	15.57894737			
CA-CA-1-212888488-212888594.913.1	FLVCR1	XM_011509446.2	43.18181818	56.81818182	66.66666667	33.33333333	5.179282869	16	48.24561404	3.789473684			
CA-CA-14-75639351-75639462.112.0	FLVCR2	NM_017791.2	41.17647059	58.82352941	72.05882353	27.94117647	6.932270916	15.46666667	0	22.52631579			
CA-CA-16-2938183-2938456.60.0	FLYWCH1	XM_011522705.2	43.79084967	56.20915033	63.39869281	36.60130719	7.80876494	42.13333333	50	25.89473684			
CA-CA-16-2896351-2896771.2560.0	FLYWCH2	ENST00000396958.7	46.38554217	53.61445783	64.45783133	35.54216867	7.80876494	42.13333333	50	25.89473684			
CA-CS-15-33064956-33065074.481.1	FMN1	ENST00000334528.13	0	100	100	0	0	0.4	0	0.421052632			
CA-CA-2-152580955-152581049.1250.0	FMNL2	-	47.36842105	52.63157895	63.15789474	36.84210526	2.231075697	42	0	25.26315789			
CA-CA-12-49657081-49657190.327.0	FMNL3	XM_011538972.2	42.96296296	57.03703704	65.92592593	34.07407407	6.852589641	41.73333333	49.12280702	10.94736842			
CA-CA-1-171185707-171185845.3010.0	FMO2	ENST00000209929.9	55.55555556	44.44444444	77.77777778	22.22222222	0	41.33333333	0	24.63157895			
CA-CA-1-171107674-171107837.4183.0	FMO3	ENST00000367755.8	60	40	100	0	0.398406375	34.8	0	21.47368421			
CA-CA-1-171323003-171323192.1484.0	FMO4	XM_011509347.2	41.53846154	58.46153846	66.15384615	33.84615385	3.585657371	40.93333333	0	4.842105263			
CA-CA-1-147201151-147201504.188.0	FMO5	-	42.30769231	57.69230769	72.11538462	27.88461538	1.513944223	26	0.877192982	2.105263158			
CA-CA-1-203347291-203348277.10683.0	FMOD	ENST00000354955.4	38.46153846	61.53846154	76.92307692	23.07692308	1.354581673	40.66666667	7.894736842	25.26315789			
CA-CA-X-147925539-147925633.1008.2	FMR1	ENST00000495717.5	36.53846154	63.46153846	69.23076923	30.76923077	1.832669323	11.6	21.92982456	2.947368421			
CA-CA-2-215428179-215428338.166.0	FN1	ENST00000421182.5	38.23529412	61.76470588	70.58823529	29.41176471	3.585657371	42.13333333	50	24.63157895			
CA-CA-9-129895837-129895996.812.0	FNBP1	-	45.71428571	54.28571429	64.57142857	35.42857143	7.888446215	42.13333333	49.12280702	25.68421053			
CA-CA-1-93523343-93523491.1094.0	FNBP1L	XM_011541625.2	47.82608696	52.17391304	57.60869565	42.39130435	0.079681275	37.6	49.12280702	25.89473684			
CA-CA-11-47750915-47751036.20.0	FNBP4	NM_001318339.2	45.71428571	54.28571429	64.57142857	35.42857143	7.729083665	42.13333333	50	25.89473684			
CA-CA-13-49197724-49197874.85.0	FNDC3A	XM_017020440.1	45.97701149	54.02298851	64.94252874	35.05747126	7.410358566	42	50	25.47368421			
CA-CS-3-172330540-172330715.1077.0	FNDC3B	ENST00000415807.6	45.71428571	54.28571429	64.57142857	35.42857143	7.64940239	41.86666667	50	25.47368421			
CA-CA-2-27492665-27492790.129.0	FNDC4	ENST00000264703.3	0	100	100	0	0.398406375	42.13333333	49.12280702	20.84210526			
CA-CA-5-131716564-131716656.908.0	FNIP1	-	44.51219512	55.48780488	62.80487805	37.19512195	6.613545817	39.33333333	50	13.47368421			
CA-CA-4-158829078-158829225.4.0	FNIP2	NM_001346043.1	42.44604317	57.55395683	66.18705036	33.81294964	5.418326693	40.93333333	49.12280702	21.26315789			
CA-CA-8-43077215-43080441.1004.0	FNTA	ENST00000526755.5	41.74757282	58.25242718	66.01941748	33.98058252	5.258964143	38.26666667	49.12280702	11.57894737			
CA-CA-14-65032358-65032521.2235.0	FNTB	ENST00000554334.5	50	50	57.14285714	42.85714286	1.115537849	6.8	7.01754386	3.789473684			
CA-CA-14-65032609-65032696.2501.0	"FNTB,CHURC1-FNTB"	NM_001202558.1	44.57831325	55.42168675	63.85542169	36.14457831	7.490039841	42	49.12280702	25.68421053			
CA-CA-9-20912865-20912954.144.0	FOCAD	-	44.17177914	55.82822086	63.80368098	36.19631902	6.215139442	41.46666667	0	25.68421053			
CA-CA-11-49185668-49185855.567.0	FOLH1	ENST00000256999.6	100	0	0	100	0	2.266666667	0	0			
CA-CS-11-72220869-72221058.6356.0	FOLR2	NM_001113535.1	45.45454545	54.54545455	81.81818182	18.18181818	1.673306773	31.86666667	0	6.105263158			
CA-CA-11-72138960-72139149.1280.0	FOLR3	-	42.30769231	57.69230769	67.30769231	32.69230769	4.621513944	4.933333333	0	0.421052632			
CA-CA-16-15882948-15883048.585.0	FOPNL	NR_130756.1	43.75	56.25	56.25	43.75	1.035856574	10.8	35.96491228	6.315789474			
CA-CA-14-75279876-75280128.4331.2	FOS	ENST00000535987.5	45.93023256	54.06976744	64.53488372	35.46511628	2.549800797	28.26666667	3.50877193	2.526315789			
CA-CA-19-45471193-45471301.4505.0	FOSB	ENST00000589593.1	31.25	68.75	50	50	0	0.666666667	0.877192982	0			
CA-CA-11-65894013-65894116.3298.1	FOSL1	ENST00000532401.1	44.11764706	55.88235294	70.58823529	29.41176471	2.151394422	21.33333333	49.12280702	3.789473684			
CA-CA-2-28404106-28404358.6664.0	FOSL2	-	45.71428571	54.28571429	64.57142857	35.42857143	7.64940239	42.13333333	49.12280702	25.89473684			
CA-CA-8-144475156-144475261.5521.0	FOXH1	ENST00000377317.4	33.33333333	66.66666667	100	0	0.239043825	0.8	50	0			
CA-CA-12-8043700-8043769.268.0	FOXJ2	-	45.71428571	54.28571429	64.57142857	35.42857143	7.729083665	42.13333333	49.12280702	25.89473684			
CA-CA-1-42227882-42227966.2178.0	FOXJ3	XM_017000694.1	45.71428571	54.28571429	64.57142857	35.42857143	6.454183267	42	49.12280702	25.47368421			
CA-CA-7-4754458-4754615.837.0	FOXK1	NM_001037165.1	45.02923977	54.97076023	65.49707602	34.50292398	7.569721116	41.86666667	50	25.47368421			
CA-CA-3-138949519-138949639.11386.1	FOXL2NB	ENST00000383165.3	50	50	50	50	0	0	29.8245614	0			
CA-CA-12-2868562-2868754.1257.2	FOXM1	ENST00000538564.5	39.02439024	60.97560976	73.17073171	26.82926829	2.709163347	0.266666667	29.8245614	0			
CA-CA-2-48346200-48346751.11516.1	FOXN2	NM_002158.3	42.85714286	57.14285714	63.57142857	36.42857143	4.940239044	24.66666667	44.73684211	12.84210526			
CA-CS-14-89350671-89350808.421.7	FOXN3	ENST00000554005.1	60	40	90	10	1.354581673	5.2	0	1.473684211			
CA-CA-13-40559508-40560860.3456.0	FOXO1	ENST00000379561.5	45.86466165	54.13533835	66.16541353	33.83458647	7.091633466	42	16.66666667	25.89473684			
CA-CA-6-108663454-108664889.9599.0	FOXO3	ENST00000343882.10	48.67256637	51.32743363	64.60176991	35.39823009	2.709163347	31.2	19.29824561	23.15789474			
CA-CA-X-71100683-71101740.1347.0	FOXO4	ENST00000341558.3	50	50	0	100	0.637450199	2.8	6.140350877	2.947368421			
CA-CA-3-71112535-71112637.953.3	FOXP1	ENST00000491238.5	45.94594595	54.05405405	60.81081081	39.18918919	5.737051793	41.86666667	49.12280702	15.36842105			
CA-CS-X-49256750-49257012.836.0	FOXP3	XM_006724533.2	0	100	100	0	1.115537849	0	0	0			
CA-CA-6-41565744-41565964.106.0	FOXP4	ENST00000373057.7	45.23809524	54.76190476	65.47619048	34.52380952	4.940239044	41.06666667	47.36842105	17.47368421			
CA-CA-11-126274926-126275021.2862.0	FOXRED1	-	44.91017964	55.08982036	64.67065868	35.32934132	7.729083665	42.13333333	50	25.89473684			
CA-CA-22-36505895-36506423.1366.0	FOXRED2	NM_001102371.1	41.53846154	58.46153846	64.61538462	35.38461538	2.788844622	16.4	31.57894737	16.84210526			
CA-CA-9-127808557-127808705.1435.0	FPGS	ENST00000467826.5	44.44444444	55.55555556	66.04938272	33.95061728	7.011952191	39.86666667	33.33333333	24.21052632			
CA-CA-1-74204390-74204456.698.0	FPGT	ENST00000534056.5	35	65	65	35	3.665338645	10.53333333	41.22807018	2.947368421			
CA-CS-1-74463440-74463550.8071.1	FPGT-TNNI3K	NM_001199327.1	0	100	100	0	0	10.4	0	5.263157895			
CA-CA-1-74336010-74336149.720.0	"FPGT-TNNI3K,TNNI3K"	NM_001199327.1	30.76923077	69.23076923	76.92307692	23.07692308	0.15936255	35.73333333	0	16.42105263			
CA-CA-19-51750202-51750253.2417.0	FPR1	ENST00000595042.5	41.7721519	58.2278481	64.55696203	35.44303797	4.780876494	21.73333333	3.50877193	3.157894737			
CA-CA-19-51762416-51762535.9719.0	FPR2	ENST00000599326.1	33.33333333	66.66666667	83.33333333	16.66666667	3.824701195	0.133333333	0	0			
CA-CA-10-93684055-93684098.372.0	FRA10AC1	ENST00000359204.4	46.19883041	53.80116959	64.9122807	35.0877193	7.091633466	42.13333333	50	25.89473684			
CA-CA-9-14824024-14824115.178.0	FREM1	XM_017014325.1	0	100	40	60	0	31.86666667	0	0			
CA-CA-4-189961428-189961550.2092.0	FRG1	ENST00000507103.1	66.66666667	33.33333333	83.33333333	16.66666667	3.107569721	18.13333333	47.36842105	2.736842105			
CA-CA-20-30393550-30393655.327.0	FRG1BP	-	41.875	58.125	63.75	36.25	7.410358566	42.13333333	50	25.26315789			
CA-CS-20-28586298-28586403.1274.0	FRG1CP	-	43.47826087	56.52173913	65.94202899	34.05797101	5.816733068	41.73333333	50	18.94736842			
CA-CS-20-29096727-29096832.6215.0	FRG1DP	-	0	100	0	100	0.079681275	0	23.68421053	0			
CA-CS-20-29490006-29490064.6392.0	FRG1EP	-	33.33333333	66.66666667	66.66666667	33.33333333	0.398406375	2.266666667	29.8245614	0			
CA-CS-9-41011616-41011730.573.0	FRG1HP	ENST00000611606.4	41.44736842	58.55263158	64.47368421	35.52631579	6.533864542	41.86666667	48.24561404	16.84210526			
CA-CS-9-63834435-63834527.3750.0	FRG1JP	-	18.75	81.25	75	25	1.195219124	18.53333333	49.12280702	1.263157895			
CA-CS-9-65648195-65648305.10665.0	FRG1KP	ENST00000623592.1	100	0	100	0	0	0.133333333	0.877192982	0			
CA-CA-9-83248054-83248516.1171.1	FRMD3	NM_001244959.1	37.5	62.5	62.5	37.5	0.15936255	10.13333333	0	24.63157895			
CA-CA-10-13674910-13675044.499.0	FRMD4A	XM_017016396.1	41.37931034	58.62068966	58.62068966	41.37931034	2.868525896	42	21.92982456	13.47368421			
CA-CA-3-69287751-69287836.1072.0	FRMD4B	-	45.6	54.4	63.2	36.8	1.274900398	35.73333333	0	0.842105263			
CA-CA-14-51720054-51720390.274.0	FRMD6	ENST00000395718.6	26.31578947	73.68421053	52.63157895	47.36842105	1.115537849	41.73333333	0.877192982	20.21052632			
CA-CA-11-65399735-65399859.3264.0	FRMD8	NM_001300832.2	45.34883721	54.65116279	65.11627907	34.88372093	7.729083665	41.86666667	50	25.68421053			
CA-CS-10-46873715-46873820.686.0	FRMPD2B	ENST00000431305.1	37.5	62.5	62.5	37.5	0.3187251	0	14.03508772	0			
CA-CA-1-99715585-99715672.1445.0	FRRS1	-	40.4494382	59.5505618	66.29213483	33.70786517	3.585657371	18.66666667	49.12280702	3.789473684			
CA-CA-12-69537915-69537983.2697.0	FRS2	NM_006654.4	39.53488372	60.46511628	72.09302326	27.90697674	1.992031873	14.26666667	42.10526316	9.052631579			
CA-CA-6-41778032-41778176.5639.1	FRS3	ENST00000422888.5	0	100	100	0	0.079681275	1.6	0.877192982	0.631578947			
CA-CA-13-32218748-32218831.30.0	FRY	-	45.16129032	54.83870968	63.22580645	36.77419355	4.302788845	41.06666667	0	20.84210526			
CA-CA-4-48546066-48546268.105.1	FRYL	XM_011513680.2	45.16129032	54.83870968	63.22580645	36.77419355	4.38247012	36	47.36842105	12.84210526			
CA-CA-2-182838408-182838613.4554.0	FRZB	NM_001463.3	43.75	56.25	62.5	37.5	0.15936255	42.13333333	9.649122807	25.89473684			
CA-CA-8-94378567-94378634.3651.0	FSBP	ENST00000517506.2	33.33333333	66.66666667	66.66666667	33.33333333	1.593625498	1.733333333	19.29824561	0			
CA-CA-8-94380144-94380406.2173.0	"FSBP,RAD54B"	uc010may.3	43.63636364	56.36363636	74.54545455	25.45454545	3.266932271	6.4	50	0.421052632			
CA-CS-7-5603256-5603413.3269.0	FSCN1	-	44.91017964	55.08982036	63.47305389	36.52694611	7.171314741	40.93333333	44.73684211	23.78947368			
CA-CA-19-4322985-4323237.460.0	FSD1	NM_024333.2	0	100	75	25	4.940239044	0.8	16.66666667	0.421052632			
CA-CA-9-105479353-105479376.291.0	FSD1L	XM_005252254.2	33.33333333	66.66666667	72.72727273	27.27272727	3.187250996	0.533333333	5.263157895	21.26315789			
CA-CA-15-82796249-82796366.8230.0	FSD2	ENST00000561368.1	0	100	100	0	0.239043825	0.4	0	18.73684211			
CA-CA-2-185824433-185824480.4605.0	FSIP2	-	0	100	0	100	0	0.4	0	0.210526316			
CA-CS-2-185788765-185788943.3765.0	FSIP2-AS1	ENST00000429929.1	50	50	40	60	0.079681275	9.866666667	6.140350877	4			
CA-CS-5-53484999-53485227.728.2	FST	ENST00000497789.2	75	25	75	25	0.079681275	27.46666667	0	10.31578947			
CA-CA-3-120403241-120403354.66.0	FSTL1	-	47.05882353	52.94117647	58.82352941	41.17647059	1.673306773	42.13333333	1.754385965	25.89473684			
